Age,Attrition,DailyRate,Department,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
32,No,824.0,Research & Development,5.0,4.0,67.0,2.0,2.0,Research Scientist,2.0,5878.0,15624.0,3.0,No,12.0,3.0,1.0,12.0,3.0,7.0,1.0,2.0
36,No,1157.0,Sales,2.0,3.0,70.0,3.0,1.0,Sales Representative,4.0,2644.0,17001.0,3.0,Yes,21.0,4.0,4.0,7.0,2.0,3.0,2.0,1.0
48,No,492.0,Sales,16.0,3.0,96.0,3.0,2.0,Sales Executive,3.0,6439.0,13693.0,8.0,No,14.0,3.0,3.0,18.0,3.0,8.0,7.0,7.0
29,No,598.0,Research & Development,9.0,3.0,91.0,4.0,1.0,Research Scientist,3.0,2451.0,22376.0,6.0,No,18.0,3.0,1.0,5.0,2.0,1.0,0.0,0.0
33,No,1242.0,Sales,8.0,1.0,46.0,3.0,2.0,Sales Executive,1.0,6392.0,10589.0,2.0,No,13.0,3.0,4.0,8.0,1.0,2.0,2.0,2.0
30,Yes,740.0,Sales,1.0,2.0,64.0,2.0,2.0,Sales Executive,1.0,9714.0,5323.0,1.0,No,11.0,3.0,4.0,10.0,3.0,10.0,8.0,6.0
38,No,888.0,Human Resources,10.0,3.0,71.0,3.0,2.0,Human Resources,3.0,6077.0,14814.0,3.0,No,11.0,3.0,3.0,10.0,3.0,6.0,3.0,1.0
35,No,992.0,Research & Development,1.0,4.0,68.0,2.0,1.0,Laboratory Technician,1.0,2450.0,21731.0,1.0,No,19.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0
30,No,1288.0,Sales,29.0,3.0,33.0,3.0,3.0,Sales Executive,2.0,9250.0,17799.0,3.0,No,12.0,3.0,2.0,9.0,3.0,4.0,2.0,1.0
35,Yes,104.0,Research & Development,2.0,1.0,69.0,3.0,1.0,Laboratory Technician,1.0,2074.0,26619.0,1.0,Yes,12.0,3.0,4.0,1.0,3.0,1.0,0.0,0.0
53,Yes,607.0,Research & Development,2.0,3.0,78.0,2.0,3.0,Manufacturing Director,4.0,10169.0,14618.0,0.0,No,16.0,3.0,2.0,34.0,3.0,33.0,7.0,1.0
38,Yes,903.0,Research & Development,2.0,3.0,81.0,3.0,2.0,Manufacturing Director,2.0,4855.0,7653.0,4.0,No,11.0,3.0,1.0,7.0,3.0,5.0,2.0,1.0
32,No,1200.0,Research & Development,1.0,4.0,62.0,3.0,2.0,Research Scientist,1.0,4087.0,25174.0,4.0,No,14.0,3.0,2.0,9.0,2.0,6.0,5.0,1.0
48,No,1108.0,Research & Development,15.0,3.0,65.0,3.0,1.0,Research Scientist,1.0,2367.0,16530.0,8.0,No,12.0,3.0,4.0,10.0,2.0,8.0,2.0,7.0
34,No,479.0,Research & Development,7.0,1.0,35.0,3.0,1.0,Research Scientist,4.0,2972.0,22061.0,1.0,No,13.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0
55,No,685.0,Sales,26.0,3.0,60.0,2.0,5.0,Manager,4.0,19586.0,23037.0,1.0,No,21.0,4.0,3.0,36.0,3.0,36.0,6.0,2.0
34,No,1351.0,Research & Development,1.0,2.0,45.0,3.0,2.0,Research Scientist,4.0,5484.0,13008.0,9.0,No,17.0,3.0,2.0,9.0,2.0,2.0,2.0,2.0
26,No,474.0,Research & Development,3.0,1.0,89.0,3.0,1.0,Research Scientist,4.0,2061.0,11133.0,1.0,No,21.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0
38,No,1245.0,Sales,14.0,3.0,80.0,3.0,2.0,Sales Executive,2.0,9924.0,12355.0,0.0,No,11.0,3.0,4.0,10.0,3.0,9.0,8.0,7.0
38,No,437.0,Sales,16.0,2.0,90.0,3.0,2.0,Sales Executive,2.0,4198.0,16379.0,2.0,No,12.0,3.0,2.0,8.0,4.0,3.0,2.0,1.0
36,No,884.0,Sales,1.0,2.0,73.0,3.0,2.0,Sales Executive,3.0,6815.0,21447.0,6.0,No,13.0,3.0,1.0,15.0,3.0,1.0,0.0,0.0
29,No,1370.0,Research & Development,3.0,2.0,87.0,3.0,1.0,Laboratory Technician,1.0,4723.0,16213.0,1.0,Yes,18.0,3.0,4.0,10.0,3.0,10.0,9.0,1.0
35,No,670.0,Research & Development,10.0,1.0,51.0,3.0,2.0,Healthcare Representative,3.0,6142.0,4223.0,3.0,Yes,16.0,3.0,3.0,10.0,3.0,5.0,2.0,0.0
39,No,1462.0,Sales,6.0,4.0,38.0,4.0,3.0,Sales Executive,3.0,8237.0,4658.0,2.0,No,11.0,3.0,1.0,11.0,3.0,7.0,6.0,7.0
29,No,995.0,Research & Development,2.0,1.0,87.0,3.0,2.0,Healthcare Representative,4.0,8853.0,24483.0,1.0,No,19.0,3.0,4.0,6.0,4.0,6.0,4.0,1.0
50,No,264.0,Sales,9.0,3.0,59.0,3.0,5.0,Manager,3.0,19331.0,19519.0,4.0,Yes,16.0,3.0,3.0,27.0,3.0,1.0,0.0,0.0
23,No,977.0,Research & Development,10.0,4.0,45.0,4.0,1.0,Research Scientist,3.0,2073.0,12826.0,2.0,No,16.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0
36,No,1302.0,Research & Development,6.0,1.0,80.0,4.0,2.0,Laboratory Technician,1.0,5562.0,19711.0,3.0,Yes,13.0,3.0,4.0,9.0,3.0,3.0,2.0,0.0
42,No,1059.0,Research & Development,9.0,4.0,93.0,2.0,5.0,Manager,4.0,19613.0,26362.0,8.0,No,22.0,4.0,4.0,24.0,3.0,1.0,0.0,0.0
35,No,750.0,Research & Development,28.0,2.0,46.0,4.0,2.0,Laboratory Technician,3.0,3407.0,25348.0,1.0,No,17.0,3.0,4.0,10.0,2.0,10.0,9.0,6.0
34,No,653.0,Research & Development,10.0,4.0,92.0,2.0,2.0,Healthcare Representative,3.0,5063.0,15332.0,1.0,No,14.0,3.0,2.0,8.0,2.0,8.0,2.0,7.0
40,No,118.0,Sales,14.0,4.0,84.0,3.0,2.0,Sales Executive,1.0,4639.0,11262.0,1.0,No,15.0,3.0,3.0,5.0,3.0,5.0,4.0,1.0
43,No,990.0,Research & Development,27.0,4.0,87.0,4.0,1.0,Laboratory Technician,2.0,4876.0,5855.0,5.0,No,12.0,3.0,3.0,8.0,3.0,6.0,4.0,0.0
35,No,1349.0,Research & Development,7.0,3.0,63.0,2.0,1.0,Laboratory Technician,4.0,2690.0,7713.0,1.0,No,18.0,3.0,4.0,1.0,2.0,1.0,0.0,0.0
46,No,563.0,Sales,1.0,4.0,56.0,4.0,4.0,Manager,1.0,17567.0,3156.0,1.0,No,15.0,3.0,2.0,27.0,1.0,26.0,0.0,0.0
28,Yes,329.0,Research & Development,24.0,3.0,51.0,3.0,1.0,Laboratory Technician,2.0,2408.0,7324.0,1.0,Yes,17.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0
22,No,457.0,Research & Development,26.0,2.0,85.0,2.0,1.0,Research Scientist,3.0,2814.0,10293.0,1.0,Yes,14.0,3.0,2.0,4.0,2.0,4.0,2.0,1.0
50,No,1234.0,Research & Development,20.0,2.0,41.0,3.0,4.0,Healthcare Representative,3.0,11245.0,20689.0,2.0,Yes,15.0,3.0,3.0,32.0,3.0,30.0,8.0,12.0
32,No,634.0,Research & Development,5.0,2.0,35.0,4.0,1.0,Research Scientist,4.0,3312.0,18783.0,3.0,No,17.0,3.0,4.0,6.0,3.0,3.0,2.0,0.0
44,No,1313.0,Research & Development,7.0,2.0,31.0,3.0,5.0,Research Director,4.0,19049.0,3549.0,0.0,Yes,14.0,3.0,4.0,23.0,2.0,22.0,7.0,1.0
30,No,241.0,Research & Development,7.0,2.0,48.0,2.0,1.0,Research Scientist,2.0,2141.0,5348.0,1.0,No,12.0,3.0,2.0,6.0,2.0,6.0,4.0,1.0
45,No,1015.0,Research & Development,5.0,3.0,50.0,1.0,2.0,Laboratory Technician,1.0,5769.0,23447.0,1.0,Yes,14.0,3.0,1.0,10.0,3.0,10.0,7.0,1.0
45,No,336.0,Sales,26.0,1.0,52.0,2.0,2.0,Sales Executive,1.0,4385.0,24162.0,1.0,No,15.0,3.0,1.0,10.0,3.0,10.0,7.0,4.0
31,No,715.0,Sales,2.0,4.0,54.0,3.0,2.0,Sales Executive,1.0,5332.0,21602.0,7.0,No,13.0,3.0,4.0,10.0,3.0,5.0,2.0,0.0
36,No,559.0,Research & Development,12.0,3.0,76.0,3.0,2.0,Manufacturing Director,3.0,4663.0,12421.0,9.0,Yes,12.0,3.0,2.0,7.0,3.0,3.0,2.0,1.0
34,No,426.0,Research & Development,10.0,3.0,42.0,4.0,2.0,Manufacturing Director,4.0,4724.0,17000.0,1.0,No,13.0,3.0,1.0,9.0,3.0,9.0,7.0,7.0
49,No,722.0,Research & Development,25.0,3.0,84.0,3.0,1.0,Laboratory Technician,1.0,3211.0,22102.0,1.0,No,14.0,3.0,4.0,10.0,2.0,9.0,6.0,1.0
39,No,1387.0,Research & Development,10.0,2.0,76.0,3.0,2.0,Manufacturing Director,1.0,5377.0,3835.0,2.0,No,13.0,3.0,4.0,10.0,3.0,7.0,7.0,7.0
27,No,1302.0,Research & Development,19.0,4.0,67.0,2.0,1.0,Laboratory Technician,1.0,4066.0,16290.0,1.0,No,11.0,3.0,1.0,7.0,3.0,7.0,7.0,0.0
35,No,819.0,Research & Development,18.0,2.0,48.0,4.0,2.0,Research Scientist,1.0,5208.0,26312.0,1.0,No,11.0,3.0,4.0,16.0,3.0,16.0,15.0,1.0
28,No,580.0,Research & Development,27.0,2.0,39.0,1.0,2.0,Manufacturing Director,1.0,4877.0,20460.0,0.0,No,21.0,4.0,2.0,6.0,2.0,5.0,3.0,0.0
21,No,546.0,Research & Development,5.0,3.0,97.0,3.0,1.0,Research Scientist,4.0,3117.0,26009.0,1.0,No,18.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0
18,Yes,544.0,Sales,3.0,2.0,70.0,3.0,1.0,Sales Representative,4.0,1569.0,18420.0,1.0,Yes,12.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0
47,No,1176.0,Human Resources,26.0,4.0,98.0,3.0,5.0,Manager,3.0,19658.0,5220.0,3.0,No,11.0,3.0,3.0,27.0,3.0,5.0,2.0,1.0
39,No,170.0,Research & Development,3.0,3.0,76.0,2.0,2.0,Laboratory Technician,3.0,3069.0,10302.0,0.0,No,15.0,3.0,4.0,11.0,3.0,10.0,8.0,0.0
40,No,884.0,Research & Development,15.0,1.0,80.0,2.0,3.0,Manufacturing Director,3.0,10435.0,25800.0,1.0,No,13.0,3.0,4.0,18.0,3.0,18.0,15.0,14.0
35,No,208.0,Research & Development,8.0,3.0,52.0,3.0,2.0,Healthcare Representative,3.0,4148.0,12250.0,1.0,No,12.0,3.0,4.0,15.0,3.0,14.0,11.0,2.0
37,No,671.0,Research & Development,19.0,3.0,85.0,3.0,2.0,Manufacturing Director,3.0,5768.0,26493.0,3.0,No,17.0,3.0,1.0,9.0,2.0,4.0,3.0,0.0
39,No,711.0,Research & Development,4.0,1.0,81.0,3.0,2.0,Manufacturing Director,3.0,5042.0,3140.0,0.0,No,13.0,3.0,4.0,10.0,1.0,9.0,2.0,3.0
45,No,1329.0,Research & Development,2.0,4.0,59.0,2.0,2.0,Manufacturing Director,4.0,5770.0,5388.0,1.0,No,19.0,3.0,1.0,10.0,3.0,10.0,7.0,3.0
38,No,397.0,Research & Development,2.0,4.0,54.0,2.0,3.0,Manufacturing Director,3.0,7756.0,14199.0,3.0,Yes,19.0,3.0,4.0,10.0,4.0,5.0,4.0,0.0
35,Yes,737.0,Sales,10.0,4.0,55.0,2.0,3.0,Sales Executive,1.0,10306.0,21530.0,9.0,No,17.0,3.0,3.0,15.0,3.0,13.0,12.0,6.0
37,No,1470.0,Research & Development,10.0,2.0,71.0,3.0,1.0,Research Scientist,2.0,3936.0,9953.0,1.0,No,11.0,3.0,1.0,8.0,1.0,8.0,4.0,7.0
40,No,448.0,Research & Development,16.0,3.0,84.0,3.0,3.0,Manufacturing Director,4.0,7945.0,19948.0,6.0,Yes,15.0,3.0,4.0,18.0,2.0,4.0,2.0,3.0
44,No,602.0,Human Resources,1.0,1.0,37.0,3.0,2.0,Human Resources,4.0,5743.0,10503.0,4.0,Yes,11.0,3.0,3.0,14.0,3.0,10.0,7.0,0.0
48,No,365.0,Research & Development,4.0,3.0,89.0,2.0,4.0,Manager,4.0,15202.0,5602.0,2.0,No,25.0,4.0,2.0,23.0,3.0,2.0,2.0,2.0
35,Yes,763.0,Sales,15.0,1.0,59.0,1.0,2.0,Sales Executive,4.0,5440.0,22098.0,6.0,Yes,14.0,3.0,4.0,7.0,2.0,2.0,2.0,2.0
24,No,567.0,Research & Development,2.0,1.0,32.0,3.0,1.0,Research Scientist,4.0,3760.0,17218.0,1.0,Yes,13.0,3.0,3.0,6.0,3.0,6.0,3.0,1.0
27,No,486.0,Research & Development,8.0,2.0,86.0,4.0,1.0,Research Scientist,3.0,3517.0,22490.0,7.0,No,17.0,3.0,1.0,5.0,3.0,3.0,2.0,0.0
27,No,591.0,Research & Development,2.0,4.0,87.0,3.0,1.0,Research Scientist,4.0,2580.0,6297.0,2.0,No,13.0,3.0,3.0,6.0,2.0,4.0,2.0,1.0
40,Yes,1329.0,Research & Development,7.0,1.0,73.0,3.0,1.0,Laboratory Technician,1.0,2166.0,3339.0,3.0,Yes,14.0,3.0,2.0,10.0,1.0,4.0,2.0,0.0
29,No,469.0,Sales,10.0,3.0,42.0,2.0,2.0,Sales Executive,3.0,5869.0,23413.0,9.0,No,11.0,3.0,3.0,8.0,3.0,5.0,2.0,1.0
36,No,711.0,Research & Development,5.0,2.0,42.0,3.0,3.0,Healthcare Representative,1.0,8008.0,22792.0,4.0,No,12.0,3.0,3.0,9.0,3.0,3.0,2.0,0.0
25,No,772.0,Research & Development,2.0,4.0,77.0,4.0,2.0,Manufacturing Director,3.0,5206.0,4973.0,1.0,No,17.0,3.0,3.0,7.0,3.0,7.0,7.0,0.0
39,No,492.0,Research & Development,12.0,4.0,66.0,3.0,2.0,Manufacturing Director,2.0,5295.0,7693.0,4.0,No,21.0,4.0,3.0,7.0,3.0,5.0,4.0,1.0
49,No,301.0,Research & Development,22.0,1.0,72.0,3.0,4.0,Research Director,2.0,16413.0,3498.0,3.0,No,16.0,3.0,2.0,27.0,3.0,4.0,2.0,1.0
50,No,813.0,Research & Development,17.0,4.0,50.0,2.0,3.0,Research Director,1.0,13269.0,21981.0,5.0,No,15.0,3.0,3.0,19.0,3.0,14.0,11.0,1.0
20,No,1141.0,Sales,2.0,3.0,31.0,3.0,1.0,Sales Representative,3.0,2783.0,13251.0,1.0,No,19.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0
34,No,1130.0,Research & Development,3.0,4.0,66.0,3.0,2.0,Research Scientist,2.0,5433.0,19332.0,1.0,No,12.0,3.0,3.0,11.0,3.0,11.0,8.0,7.0
36,No,311.0,Research & Development,7.0,1.0,77.0,3.0,1.0,Laboratory Technician,2.0,2013.0,10950.0,2.0,No,11.0,3.0,3.0,15.0,3.0,4.0,3.0,1.0
49,No,465.0,Research & Development,6.0,3.0,41.0,2.0,4.0,Healthcare Representative,3.0,13966.0,11652.0,2.0,Yes,19.0,3.0,2.0,30.0,3.0,15.0,11.0,2.0
36,No,894.0,Research & Development,1.0,4.0,33.0,2.0,2.0,Manufacturing Director,3.0,4374.0,15411.0,0.0,No,15.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0
36,No,1040.0,Research & Development,3.0,4.0,79.0,4.0,2.0,Healthcare Representative,1.0,6842.0,26308.0,6.0,No,20.0,4.0,1.0,13.0,3.0,5.0,4.0,0.0
54,No,584.0,Research & Development,22.0,2.0,91.0,3.0,4.0,Manager,3.0,17426.0,18685.0,3.0,No,25.0,4.0,3.0,36.0,3.0,10.0,8.0,4.0
43,No,1291.0,Research & Development,15.0,3.0,65.0,2.0,4.0,Research Director,3.0,17603.0,3525.0,1.0,No,24.0,4.0,1.0,14.0,3.0,14.0,10.0,6.0
35,Yes,880.0,Sales,12.0,4.0,36.0,3.0,2.0,Sales Executive,4.0,4581.0,10414.0,3.0,Yes,24.0,4.0,1.0,13.0,4.0,11.0,9.0,6.0
38,No,1189.0,Research & Development,1.0,4.0,90.0,3.0,2.0,Research Scientist,4.0,4735.0,9867.0,7.0,No,15.0,3.0,4.0,19.0,4.0,13.0,11.0,2.0
29,No,991.0,Sales,5.0,1.0,43.0,2.0,2.0,Sales Executive,2.0,4187.0,3356.0,1.0,Yes,13.0,3.0,2.0,10.0,2.0,10.0,0.0,0.0
33,No,392.0,Sales,2.0,4.0,93.0,3.0,2.0,Sales Executive,4.0,5505.0,3921.0,1.0,No,14.0,3.0,3.0,6.0,3.0,6.0,2.0,0.0
32,No,977.0,Research & Development,2.0,4.0,45.0,3.0,2.0,Research Scientist,2.0,5470.0,25518.0,0.0,No,13.0,3.0,3.0,10.0,2.0,9.0,5.0,1.0
31,No,1112.0,Sales,5.0,1.0,67.0,3.0,2.0,Sales Executive,4.0,5476.0,22589.0,1.0,No,11.0,3.0,1.0,10.0,3.0,10.0,0.0,0.0
49,No,464.0,Research & Development,16.0,4.0,74.0,3.0,1.0,Laboratory Technician,1.0,2587.0,24941.0,4.0,Yes,16.0,3.0,2.0,17.0,2.0,2.0,2.0,2.0
38,No,148.0,Research & Development,2.0,4.0,42.0,2.0,1.0,Laboratory Technician,2.0,2440.0,23826.0,1.0,No,22.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0
47,No,1225.0,Sales,2.0,2.0,47.0,4.0,4.0,Manager,2.0,15972.0,21086.0,6.0,No,14.0,3.0,3.0,29.0,3.0,3.0,2.0,1.0
49,No,809.0,Research & Development,1.0,3.0,36.0,3.0,4.0,Manager,3.0,15379.0,22384.0,4.0,No,14.0,3.0,1.0,23.0,3.0,8.0,7.0,0.0
41,No,1206.0,Sales,23.0,4.0,80.0,3.0,3.0,Sales Executive,3.0,7082.0,11591.0,3.0,Yes,16.0,3.0,4.0,21.0,3.0,2.0,0.0,0.0
20,No,727.0,Sales,9.0,4.0,54.0,3.0,1.0,Sales Representative,1.0,2728.0,21082.0,1.0,No,11.0,3.0,1.0,2.0,3.0,2.0,2.0,0.0
33,No,530.0,Sales,16.0,3.0,36.0,3.0,2.0,Sales Executive,4.0,5368.0,16130.0,1.0,Yes,25.0,4.0,3.0,7.0,3.0,6.0,5.0,1.0
36,No,1351.0,Research & Development,26.0,1.0,80.0,3.0,2.0,Healthcare Representative,3.0,5347.0,7419.0,6.0,No,14.0,3.0,2.0,10.0,2.0,3.0,2.0,0.0
44,No,528.0,Human Resources,1.0,3.0,44.0,3.0,1.0,Human Resources,4.0,3195.0,4167.0,4.0,Yes,18.0,3.0,1.0,8.0,3.0,2.0,2.0,2.0
23,Yes,1320.0,Research & Development,8.0,4.0,93.0,2.0,1.0,Laboratory Technician,3.0,3989.0,20586.0,1.0,Yes,11.0,3.0,1.0,5.0,3.0,5.0,4.0,1.0
38,No,1495.0,Research & Development,4.0,4.0,87.0,3.0,1.0,Laboratory Technician,3.0,3306.0,26176.0,7.0,No,19.0,3.0,4.0,7.0,2.0,0.0,0.0,0.0
53,No,1395.0,Research & Development,24.0,2.0,48.0,4.0,3.0,Healthcare Representative,4.0,7005.0,3458.0,3.0,No,15.0,3.0,3.0,11.0,3.0,4.0,3.0,1.0
48,Yes,708.0,Sales,7.0,4.0,95.0,3.0,1.0,Sales Representative,3.0,2655.0,11740.0,2.0,Yes,11.0,3.0,3.0,19.0,3.0,9.0,7.0,7.0
32,Yes,1259.0,Research & Development,2.0,4.0,95.0,3.0,1.0,Laboratory Technician,2.0,1393.0,24852.0,1.0,No,12.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0
26,No,786.0,Research & Development,7.0,4.0,76.0,3.0,1.0,Laboratory Technician,4.0,2570.0,11925.0,1.0,No,20.0,4.0,3.0,7.0,3.0,7.0,7.0,5.0
55,No,1441.0,Research & Development,22.0,1.0,94.0,2.0,1.0,Research Scientist,2.0,3537.0,23737.0,5.0,No,12.0,3.0,4.0,8.0,3.0,4.0,2.0,1.0
34,No,1157.0,Research & Development,5.0,2.0,57.0,2.0,2.0,Laboratory Technician,4.0,3986.0,11912.0,1.0,No,14.0,3.0,3.0,15.0,4.0,15.0,10.0,4.0
60,No,370.0,Research & Development,1.0,3.0,92.0,1.0,3.0,Healthcare Representative,4.0,10883.0,20467.0,3.0,No,20.0,4.0,3.0,19.0,4.0,1.0,0.0,0.0
33,No,267.0,Research & Development,21.0,2.0,79.0,4.0,1.0,Laboratory Technician,2.0,2028.0,13637.0,1.0,No,18.0,3.0,4.0,14.0,3.0,14.0,11.0,2.0
37,No,1278.0,Sales,1.0,3.0,31.0,1.0,2.0,Sales Executive,4.0,9525.0,7677.0,1.0,No,14.0,3.0,3.0,6.0,2.0,6.0,3.0,1.0
34,No,678.0,Research & Development,19.0,2.0,35.0,2.0,1.0,Research Scientist,4.0,2929.0,20338.0,1.0,No,12.0,3.0,2.0,10.0,3.0,10.0,9.0,8.0
23,Yes,427.0,Sales,7.0,3.0,99.0,3.0,1.0,Sales Representative,4.0,2275.0,25103.0,1.0,Yes,21.0,4.0,2.0,3.0,3.0,3.0,2.0,0.0
44,No,921.0,Research & Development,2.0,3.0,96.0,4.0,3.0,Healthcare Representative,4.0,7879.0,14810.0,1.0,Yes,19.0,3.0,2.0,9.0,3.0,8.0,7.0,6.0
35,No,146.0,Research & Development,2.0,1.0,79.0,2.0,1.0,Research Scientist,4.0,4930.0,13970.0,0.0,Yes,14.0,3.0,3.0,6.0,4.0,5.0,4.0,1.0
43,No,1179.0,Sales,2.0,4.0,73.0,3.0,2.0,Sales Executive,4.0,7847.0,6069.0,1.0,Yes,17.0,3.0,1.0,10.0,3.0,10.0,9.0,8.0
24,No,581.0,Research & Development,9.0,3.0,62.0,4.0,1.0,Research Scientist,3.0,4401.0,17616.0,1.0,No,16.0,3.0,4.0,5.0,3.0,5.0,3.0,0.0
41,No,918.0,Sales,6.0,4.0,35.0,3.0,3.0,Sales Executive,3.0,9241.0,15869.0,1.0,No,12.0,3.0,2.0,10.0,3.0,10.0,8.0,8.0
29,No,1082.0,Research & Development,9.0,4.0,43.0,3.0,1.0,Laboratory Technician,3.0,2974.0,25412.0,9.0,No,17.0,3.0,3.0,9.0,3.0,5.0,3.0,1.0
36,No,530.0,Sales,2.0,3.0,51.0,3.0,2.0,Sales Representative,4.0,4502.0,7439.0,3.0,No,15.0,3.0,3.0,17.0,2.0,13.0,7.0,6.0
45,No,1238.0,Research & Development,1.0,3.0,74.0,2.0,3.0,Healthcare Representative,3.0,10748.0,3395.0,3.0,No,23.0,4.0,4.0,25.0,2.0,23.0,15.0,14.0
24,Yes,240.0,Human Resources,22.0,4.0,58.0,1.0,1.0,Human Resources,3.0,1555.0,11585.0,1.0,No,11.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0
47,Yes,1093.0,Sales,9.0,3.0,82.0,1.0,4.0,Sales Executive,3.0,12936.0,24164.0,7.0,No,11.0,3.0,3.0,25.0,1.0,23.0,5.0,14.0
26,No,390.0,Research & Development,17.0,4.0,62.0,1.0,1.0,Laboratory Technician,3.0,2305.0,6217.0,1.0,No,15.0,3.0,3.0,3.0,4.0,3.0,2.0,0.0
45,No,1005.0,Research & Development,28.0,4.0,48.0,2.0,4.0,Research Director,2.0,16704.0,17119.0,1.0,No,11.0,3.0,3.0,21.0,3.0,21.0,6.0,8.0
32,No,585.0,Research & Development,10.0,1.0,56.0,3.0,1.0,Research Scientist,3.0,3433.0,17360.0,6.0,No,13.0,3.0,1.0,10.0,2.0,5.0,2.0,1.0
31,No,741.0,Research & Development,2.0,2.0,69.0,3.0,1.0,Laboratory Technician,3.0,3477.0,18103.0,1.0,No,14.0,3.0,4.0,6.0,4.0,5.0,2.0,0.0
41,No,552.0,Human Resources,4.0,3.0,60.0,1.0,2.0,Human Resources,2.0,6430.0,20794.0,6.0,No,19.0,3.0,2.0,10.0,3.0,3.0,2.0,1.0
40,No,369.0,Research & Development,8.0,2.0,92.0,3.0,2.0,Manufacturing Director,1.0,6516.0,5041.0,2.0,Yes,16.0,3.0,2.0,18.0,3.0,1.0,0.0,0.0
24,No,506.0,Research & Development,29.0,2.0,91.0,3.0,1.0,Laboratory Technician,1.0,3907.0,3622.0,1.0,No,13.0,3.0,2.0,6.0,4.0,6.0,2.0,1.0
46,No,717.0,Research & Development,13.0,3.0,34.0,3.0,2.0,Healthcare Representative,2.0,5562.0,9697.0,6.0,No,14.0,3.0,4.0,19.0,3.0,10.0,7.0,0.0
35,No,1370.0,Research & Development,27.0,4.0,49.0,3.0,2.0,Manufacturing Director,3.0,6883.0,5151.0,2.0,No,16.0,3.0,2.0,17.0,3.0,7.0,7.0,0.0
30,No,793.0,Research & Development,16.0,2.0,33.0,3.0,1.0,Research Scientist,4.0,2862.0,3811.0,1.0,No,12.0,3.0,2.0,10.0,2.0,10.0,0.0,0.0
47,No,543.0,Sales,2.0,3.0,87.0,3.0,2.0,Sales Executive,2.0,4978.0,3536.0,7.0,No,11.0,3.0,4.0,4.0,1.0,1.0,0.0,0.0
46,No,1277.0,Sales,2.0,3.0,74.0,3.0,3.0,Sales Executive,4.0,10368.0,5596.0,4.0,Yes,12.0,3.0,2.0,13.0,2.0,10.0,6.0,0.0
36,Yes,1456.0,Sales,13.0,2.0,96.0,2.0,2.0,Sales Executive,1.0,6134.0,8658.0,5.0,Yes,13.0,3.0,2.0,16.0,3.0,2.0,2.0,2.0
32,Yes,964.0,Sales,1.0,1.0,34.0,1.0,2.0,Sales Executive,2.0,6735.0,12147.0,6.0,No,15.0,3.0,2.0,10.0,3.0,0.0,0.0,0.0
23,No,160.0,Research & Development,4.0,3.0,51.0,3.0,1.0,Laboratory Technician,2.0,3295.0,12862.0,1.0,No,13.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0
31,No,163.0,Research & Development,24.0,4.0,30.0,3.0,2.0,Manufacturing Director,4.0,5238.0,6670.0,2.0,No,20.0,4.0,4.0,9.0,2.0,5.0,4.0,1.0
39,No,792.0,Research & Development,1.0,4.0,77.0,3.0,2.0,Laboratory Technician,4.0,6472.0,8989.0,1.0,Yes,15.0,3.0,4.0,9.0,3.0,9.0,8.0,5.0
32,No,371.0,Sales,19.0,4.0,80.0,1.0,3.0,Sales Executive,3.0,9610.0,3840.0,3.0,No,13.0,3.0,3.0,10.0,1.0,4.0,3.0,0.0
40,No,611.0,Sales,7.0,2.0,88.0,3.0,5.0,Manager,2.0,19833.0,4349.0,1.0,No,14.0,3.0,2.0,21.0,2.0,21.0,8.0,12.0
45,No,176.0,Human Resources,4.0,3.0,56.0,1.0,3.0,Human Resources,3.0,9756.0,6595.0,4.0,No,21.0,4.0,3.0,9.0,4.0,5.0,0.0,0.0
30,No,1312.0,Research & Development,2.0,4.0,78.0,2.0,1.0,Research Scientist,1.0,4968.0,26427.0,0.0,No,16.0,3.0,4.0,10.0,3.0,9.0,7.0,0.0
24,No,897.0,Human Resources,10.0,1.0,59.0,3.0,1.0,Human Resources,4.0,2145.0,2097.0,0.0,No,14.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0
30,Yes,600.0,Human Resources,8.0,3.0,66.0,2.0,1.0,Human Resources,4.0,2180.0,9732.0,6.0,No,11.0,3.0,3.0,6.0,2.0,4.0,2.0,1.0
